GID,CP_CD,SGG_NM,HE_SEID,CPH_NM,CPH_FULL_N,CAC_CD,APM_NO,SID_CD,SGG_CD,AREA_SZ,CREATE_DT,CREATOR_ID,UPDATE_DT,UPDATER_ID,AREA_SZ2,MIN_SCALE,MAX_SCALE,URL,centroid_longitude,centroid_latitude
1455,12000467000000038,밀양시,HE0000145846,밀양 표충사 삼층석탑,밀양 표충사 삼층석탑(보물 제467호),12,0004670000000,ADDR480000,ADD1482700,6.22,,,,,6.183271,,,,128.96038353936342,35.53267662316884
1456,12000308000000035,전주시,HE0000148079,전주 풍남문,전주 풍남문(보물 제308호),12,0003080000000,ADDR520000,ADD1521100,375.43,,,,,375.129451,,,,127.14755975053923,35.81350572159193
1702,13000433000000034,,,공주 장선리 유적,공주 장선리 유적(사적 제433호),13,0004330000000,ADDR440000,ADD1441500,52514.0,,,,,,,,,127.07126221605908,36.31550233058998
1536,12000399000000034,홍성군,HE0000146383,홍성 고산사 대웅전,홍성 고산사 대웅전(보물 제399호),12,0003990000000,ADDR440000,ADD1448000,106.56,,,,,106.424772,,,,126.53729044575432,36.54503230994986
1538,12000355000000034,홍성군,HE0000145692,홍성 신경리 마애여래입상,홍성 신경리 마애여래입상(보물 제355호),12,0003550000000,ADDR440000,ADD1448000,22.19,,,,,22.097606,,,,126.65461771642256,36.65100611555481
1540,18000198000000034,홍성군,HE0000147123,홍성 사운고택,홍성 사운고택(국가민속문화유산 제198호),18,0001980000000,ADDR440000,ADD1448000,10102.53,,,,,10095.477427,,,,126.74343848772753,36.498132727242734
1888,13000242000000036,전라남도,,장성 필암서원,장성 필암서원(사적 제242호),13,0002420000000,ADDR460000,ADD1468800,52666.8,,,,,,,,,126.75169066944709,35.310676850190596
1520,12001301000000038,합천군,HE0000148489,합천 해인사 홍제암 사명대사탑 및 석장비,합천 해인사 홍제암 사명대사탑 및 석장비(보물 제1301호),12,0013010000000,ADDR480000,ADD1488900,9.51,,,,,9.504576,,,,128.09570859338922,35.80264321235898
1521,12000264000000038,합천군,HE0000148198,합천 해인사 석조여래입상,합천 해인사 석조여래입상(보물 제264호),12,0002640000000,ADDR480000,ADD1488900,1.41,,,,,1.446326,,,,128.11697429424038,35.82100525336847
1522,12000518000000038,합천군,HE0000145763,합천 해인사 원당암 다층석탑 및 석등,합천 해인사 원당암 다층석탑 및 석등(보물 제518호),12,0005180000000,ADDR480000,ADD1488900,1.79,,,,,1.78999,,,,128.0928096689528,35.80154108494506
1523,11000052000000038,합천군,HE0000148427,합천 해인사 장경판전,합천 해인사 장경판전(국보 제52호),11,0000520000000,ADDR480000,ADD1488900,1862.19,,,,,1860.355946,,,,128.09868960223565,35.80160463044022
1356,12000113000000037,청도군,HE0000146156,청도 봉기리 삼층석탑,청도 봉기리 삼층석탑(보물 제113호),12,0001130000000,ADDR470000,ADD1478200,13.03,,,,,13.062454,,,,128.61479132571674,35.643166684431144
1357,12000323000000037,청도군,HE0000146902,청도 석빙고,청도 석빙고(보물 제323호),12,0003230000000,ADDR470000,ADD1478200,95.88,,,,,95.813431,,,,128.70839171231378,35.64942661658035
1359,18000245000000037,청도군,HE0000145578,청도 운림고택,청도 운림고택(국가민속문화유산 제245호),18,0002450000000,ADDR470000,ADD1478200,3677.5,,,,,3673.84713,,,,128.9194312957337,35.69995196128675
1360,12000266000000038,합천군,HE0000148200,합천 청량사 삼층석탑,합천 청량사 삼층석탑(보물 제266호),12,0002660000000,ADDR480000,ADD1488900,17.72,,,,,17.737888,,,,128.109823913698,35.772531320148396
1362,12000265000000038,합천군,HE0000148199,합천 청량사 석조여래좌상,합천 청량사 석조여래좌상(보물 제265호),12,0002650000000,ADDR480000,ADD1488900,3.97,,,,,4.013378,,,,128.10974085476727,35.772781692179024
1363,12001284000000034,공주시,HE0000148905,공주 청량사지 오층석탑,공주 청량사지 오층석탑(보물 제1284호),12,0012840000000,ADDR440000,ADD1441500,3.66,,,,,3.671353,,,,127.21396746885512,36.36262532096011
643,12000805000000022,동구,HE0000148402,대구 북지장사 지장전,대구 북지장사 지장전(보물 제805호),12,0008050000000,ADDR270000,ADD1271400,169.25,,,,,168.990389,,,,128.71434141277544,35.97661387609544
644,12000215000000011,종로구,HE0000147975,서울 북한산 구기동 마애여래좌상,서울 북한산 구기동 마애여래좌상(보물 제215호),12,0002150000000,ADDR110000,ADD1111100,170.58,,,,,170.395686,,,,126.95914645206904,37.62718073794538
647,13000228000000011,종로구,HE0000148500,북한산 진흥왕 순수비지,북한산 진흥왕 순수비지(사적 제228호),13,0002280000000,ADDR110000,ADD1111100,1695.75,,,,,1694.477779,,,,126.95599573122101,37.62550475266089
584,12000169000000037,문경시,HE0000148700,문경 봉암사 삼층석탑,문경 봉암사 삼층석탑(보물 제169호),12,0001690000000,ADDR470000,ADD1472800,12.47,,,,,12.438707,,,,128.0052552719246,36.700098929939934
585,12000171000000037,문경시,HE0000148702,문경 봉암사 정진대사탑,문경 봉암사 정진대사탑(보물 제171호),12,0001710000000,ADDR470000,ADD1472800,3.99,,,,,3.989319,,,,128.01012291535633,36.701333121075294
586,12000172000000037,문경시,HE0000148703,문경 봉암사 정진대사탑비,문경 봉암사 정진대사탑비(보물 제172호),12,0001720000000,ADDR470000,ADD1472800,7.06,,,,,7.023505,,,,128.00983085849774,36.699640079370404
587,12000137000000037,문경시,HE0000145977,문경 봉암사 지증대사탑,문경 봉암사 지증대사탑(보물 제137호),12,0001370000000,ADDR470000,ADD1472800,5.25,,,,,5.201047,,,,128.00550820329613,36.70062860425686
1663,15000085000000038,함양군,HE0000148338,함양 심진동 용추폭포,함양 심진동 용추폭포(명승 제85호),15,0000850000000,ADDR480000,ADD1488700,20256.25,,,,,20256.254116,,,,127.76394497400041,35.687161811548044
592,15000060000000037,봉화군,HE0000151715,봉화 청암정과 석천계곡,봉화 청암정과 석천계곡(명승 제60호),15,0000600000000,ADDR470000,ADD1479200,233096.78,,,,,232839.433844,,,,128.7400272313138,36.90374097949814
593,16000074000000037,봉화군,HE0000148685,봉화 대현리 열목어 서식지,봉화 대현리 열목어 서식지(천연기념물 제74호),16,0000740000000,ADDR470000,ADD1479200,24232208.0,,,,,24204474.486416,,,,128.96854627098156,37.06675845044698
594,11000201000000037,봉화군,HE0000145462,봉화 북지리 마애여래좌상,봉화 북지리 마애여래좌상(국보 제201호),11,0002010000000,ADDR470000,ADD1479200,3.86,,,,,3.863895,,,,128.73691410725826,36.931283889501195
599,16000309000000021,북구,HE0000148408,부산 구포동 당숲,부산 구포동 당숲(천연기념물 제309호),16,0003090000000,ADDR260000,ADD1263200,1287.42,,,,,1285.99639,,,,129.00749491636168,35.204431324829706
600,16000176000000021,금정구,HE0000146706,부산 범어사 등나무 군락,부산 범어사 등나무 군락(천연기념물 제176호),16,0001760000000,ADDR260000,ADD1264100,65562.23,,,,,65484.82588,,,,129.07227774070807,35.28247560898221
601,15000017000000021,영도구,HE0000143649,부산 영도 태종대,부산 영도 태종대(명승 제17호),15,0000170000000,ADDR260000,ADD1262000,1640439.5,,,,,1638494.961549,,,,129.08560683111088,35.05873331350504
602,15000024000000021,남구,HE0000143393,부산 오륙도,부산 오륙도(명승 제24호),15,0000240000000,ADDR260000,ADD1262900,28257.77,,,,,28224.055526,,,,129.12580945656424,35.09427773834166
603,16000267000000021,부산진구,HE0000146707,부산 전포동 구상반려암,부산 전포동 구상반려암(천연기념물 제267호),16,0002670000000,ADDR260000,ADD1262300,33699.78,,,,,33658.859489,,,,129.0710706874008,35.16320059474621
604,12000255000000037,영주시,HE0000148202,영주 부석사 당간지주,영주 부석사 당간지주(보물 제255호),12,0002550000000,ADDR470000,ADD1472100,1.37,,,,,1.365205,,,,128.68563979577888,36.997383738083784
605,11000018000000037,영주시,HE0000145885,영주 부석사 무량수전,영주 부석사 무량수전(국보 제18호),11,0000180000000,ADDR470000,ADD1472100,466.0,,,,,464.823163,,,,128.68746072564193,36.99897433159554
606,11000017000000037,영주시,HE0000146408,영주 부석사 무량수전 앞 석등,영주 부석사 무량수전 앞 석등(국보 제17호),11,0000170000000,ADDR470000,ADD1472100,1.95,,,,,1.939283,,,,128.68744994566558,36.99880408927259
607,12000249000000037,영주시,HE0000148364,영주 부석사 삼층석탑,영주 부석사 삼층석탑(보물 제249호),12,0002490000000,ADDR470000,ADD1472100,12.19,,,,,12.171732,,,,128.68793147271438,36.998819433794196
649,11000030000000037,경주시,HE0000149170,경주 분황사 모전석탑,경주 분황사 모전석탑(국보 제30호),11,0000300000000,ADDR470000,ADD1471300,173.75,,,,,173.549691,,,,129.23366673440302,35.840542592388
650,12000830000000036,영광군,HE0000148478,영광 불갑사 대웅전,영광 불갑사 대웅전(보물 제830호),12,0008300000000,ADDR460000,ADD1468700,222.88,,,,,222.685659,,,,126.54995967307445,35.20074011550152
651,12000436000000038,창원시,HE0000145541,창원 불곡사 석조비로자나불좌상,창원 불곡사 석조비로자나불좌상(보물 제436호),12,0004360000000,ADDR480000,ADD1481100,24.56,,,,,24.605809,,,,128.70183301575642,35.215835709017874
652,11000020000000037,경주시,HE0000148235,경주 불국사 다보탑,경주 불국사 다보탑(국보 제20호),11,0000200000000,ADDR470000,ADD1471300,31.56,,,,,31.489812,,,,129.3322700423594,35.78997022995153
653,12000061000000037,경주시,HE0000144965,경주 불국사 사리탑,경주 불국사 사리탑(보물 제61호),12,0000610000000,ADDR470000,ADD1471300,0.75,,,,,0.748591,,,,129.33176450900956,35.79064397358386
654,11000021000000037,경주시,HE0000149165,경주 불국사 삼층석탑,경주 불국사 삼층석탑(국보 제21호),11,0000210000000,ADDR470000,ADD1471300,19.44,,,,,19.522607,,,,129.3319797499931,35.789971757699035
655,12001523000000037,경주시,HE0000146862,경주 불국사 석조,경주 불국사 석조(보물 제1523호),12,0015230000000,ADDR470000,ADD1471300,3.34,,,,,3.372558,,,,129.33245744662517,35.78953984563471
656,11000022000000037,경주시,HE0000149166,경주 불국사 연화교 및 칠보교,경주 불국사 연화교 및 칠보교(국보 제22호),11,0000220000000,ADDR470000,ADD1471300,28.68,,,,,28.636393,,,,129.33164296578056,35.7897232446486
658,12000429000000037,경산시,HE0000145535,경산 불굴사 삼층석탑,경산 불굴사 삼층석탑(보물 제429호),12,0004290000000,ADDR470000,ADD1472900,6.22,,,,,6.200095,,,,128.77844571911797,35.945345461111074
659,12001201000000037,울진군,HE0000148654,울진 불영사 대웅보전,울진 불영사 대웅보전(보물 제1201호),12,0012010000000,ADDR470000,ADD1479300,280.0,,,,,279.548695,,,,129.27382516389804,36.941137996578014
661,12001187000000050,제주시,HE0000148291,제주 불탑사 오층석탑,제주 불탑사 오층석탑(보물 제1187호),12,0011870000000,ADDR500000,ADD1501100,1.79,,,,,1.792315,,,,126.59854235833183,33.52937878131904
610,13000103000000035,부안군,HE0000147558,부안 구암리 지석묘군,부안 구암리 지석묘군(사적 제103호),13,0001030000000,ADDR520000,ADD1528000,4795.89,,,,,4791.978538,,,,126.65448625003637,35.70797973458644
611,18000150000000035,부안군,HE0000148220,부안 김상만 고택,부안 김상만 고택(국가민속문화유산 제150호),18,0001500000000,ADDR520000,ADD1528000,1212.74,,,,,1211.904517,,,,126.67971243927006,35.590175933449736
612,16000122000000035,부안군,HE0000146927,부안 도청리 호랑가시나무 군락,부안 도청리 호랑가시나무 군락(천연기념물 제122호),16,0001220000000,ADDR520000,ADD1528000,2226.02,,,,,2225.116056,,,,126.5090484310227,35.58564750852239
614,16000370000000035,부안군,HE0000148414,부안 미선나무 자생지,부안 미선나무 자생지(천연기념물 제370호),16,0003700000000,ADDR520000,ADD1528000,10857.8,,,,,10850.432844,,,,126.58721512099733,35.665939581136044
616,13000069000000035,부안군,HE0000146924,부안 유천리 요지,부안 유천리 요지(사적 제69호),13,0000690000000,ADDR520000,ADD1528000,209975.5,,,,,209829.946969,,,,126.65745039901445,35.61152714485109
617,16000124000000035,부안군,HE0000146929,부안 중계리 꽝꽝나무군락,부안 중계리 꽝꽝나무군락(천연기념물 제124호),16,0001240000000,ADDR520000,ADD1528000,662.64,,,,,662.184209,,,,126.58242926276333,35.65685857201415
619,15000013000000035,부안군,HE0000146551,부안 채석강·적벽강 일원,부안 채석강·적벽강 일원(명승 제13호),15,0000130000000,ADDR520000,ADD1528000,340492.12,,,,,340264.952593,,,,126.4655422897393,35.63134375033617
622,13000044000000034,부여군,HE0000148672,부여 군수리 사지,부여 군수리 사지(사적 제44호),13,0000440000000,ADDR440000,ADD1447600,33800.64,,,,,33775.43265,,,,126.90902276988969,36.268982195348734
626,13000434000000034,부여군,HE0000146273,부여 능산리 사지,부여 능산리 사지(사적 제434호),13,0004340000000,ADDR440000,ADD1447600,30052.12,,,,,30029.377838,,,,126.94120580404402,36.27696913714671
572,18000134000000033,보은군,HE0000148549,보은 우당고택,보은 우당고택(국가민속문화유산 제134호),18,0001340000000,ADDR430000,ADD1437200,15915.82,,,,,15901.172312,,,,127.78983104714109,36.46828234543396
573,18000139000000033,보은군,HE0000147935,보은 최감찰댁,보은 최감찰댁(국가민속문화유산 제139호),18,0001390000000,ADDR430000,ADD1437200,5148.17,,,,,5143.799052,,,,127.71527075205219,36.4326212125546
574,12000472000000038,의령군,HE0000145851,의령 보천사지 승탑,의령 보천사지 승탑(보물 제472호),12,0004720000000,ADDR480000,ADD1487200,2.27,,,,,2.255773,,,,128.23653308574558,35.3098912892165
575,12000373000000038,의령군,HE0000146464,의령 보천사지 삼층석탑,의령 보천사지 삼층석탑(보물 제373호),12,0003730000000,ADDR480000,ADD1487200,15.97,,,,,16.021384,,,,128.23426881753454,35.30974309893923
576,12000191000000032,강릉시,HE0000148354,강릉 보현사 낭원대사탑,강릉 보현사 낭원대사탑(보물 제191호),12,0001910000000,ADDR510000,ADD1511500,2.25,,,,,2.256782,,,,128.76742765538634,37.738458303681405
579,12001418000000033,보은군,HE0000145505,보은 법주사 복천암 학조화상탑,보은 법주사 복천암 학조화상탑(보물 제1418호),12,0014180000000,ADDR430000,ADD1437200,6.86,,,,,6.860294,,,,127.85487587861027,36.550129418121905
581,12000362000000011,용산구,HE0000145696,창원 봉림사지 진경대사탑,창원 봉림사지 진경대사탑(보물 제362호),12,0003620000000,ADDR110000,ADD1111700,2.09,,,,,2.09215,,,,126.98071482970443,37.523507776188204
583,11000315000000037,문경시,HE0000152599,문경 봉암사 지증대사탑비,문경 봉암사 지증대사탑비(국보 제315호),11,0003150000000,ADDR470000,ADD1472800,7.28,,,,,7.372784,,,,128.00541892447345,36.70062575280855
509,12001183000000036,해남군,HE0000148287,해남 미황사 응진당,해남 미황사 응진당(보물 제1183호),12,0011830000000,ADDR460000,ADD1468200,122.44,,,,,122.302181,,,,126.57812234434162,34.38281245021307
510,13000459000000038,밀양시,HE0000145577,밀양 박익 벽화묘,밀양 박익 벽화묘(사적 제459호),13,0004590000000,ADDR480000,ADD1482700,2644.0,,,,,2641.336755,,,,128.6629154977988,35.55701033085877
511,16000224000000038,밀양시,HE0000148467,밀양 남명리 얼음골,밀양 남명리 얼음골(천연기념물 제224호),16,0002240000000,ADDR480000,ADD1482700,87931.5,,,,,87832.205226,,,,128.98436367344934,35.57438017599117
512,12000468000000038,밀양시,HE0000145847,밀양 숭진리 삼층석탑,밀양 숭진리 삼층석탑(보물 제468호),12,0004680000000,ADDR480000,ADD1482700,3.17,,,,,3.212196,,,,128.81187189232725,35.46076109290658
515,12000128000000038,합천군,HE0000146454,합천 반야사지 원경왕사비,합천 반야사지 원경왕사비(보물 제128호),12,0001280000000,ADDR480000,ADD1488900,2.39,,,,,2.412912,,,,128.09646536616555,35.799383533614794
516,12000276000000035,군산시,HE0000146901,군산 발산리 오층석탑,군산 발산리 오층석탑(보물 제276호),12,0002760000000,ADDR520000,ADD1521300,5.64,,,,,5.637524,,,,126.79671589926556,35.95933071066699
517,12000159000000038,함안군,HE0000147895,함안 방어산 마애약사여래삼존입상,함안 방어산 마애약사여래삼존입상(보물 제159호),12,0001590000000,ADDR480000,ADD1487300,30.0,,,,,29.955357,,,,128.30113167777276,35.24770626121802
518,13000270000000011,송파구,HE0000147531,서울 방이동 고분군,서울 방이동 고분군(사적 제270호),13,0002700000000,ADDR110000,ADD1117100,30286.24,,,,,30265.209261,,,,127.11874621853121,37.50773275184871
519,13000219000000037,경주시,HE0000148491,경주 배동 삼릉,경주 배동 삼릉(사적 제219호),13,0002190000000,ADDR470000,ADD1471300,4538.0,,,,,4532.594518,,,,129.20914636615697,35.79744622203856
520,12001396000000036,강진군,HE0000145241,강진 백련사 사적비,강진 백련사 사적비(보물 제1396호),12,0013960000000,ADDR460000,ADD1468100,4.42,,,,,4.419848,,,,126.7473784791247,34.58781398793253
522,12001346000000036,장성군,HE0000145003,장성 백양사 소요대사탑,장성 백양사 소요대사탑(보물 제1346호),12,0013460000000,ADDR460000,ADD1468800,1.11,,,,,1.116607,,,,126.88401942223976,35.44046686875693
523,12000304000000036,보성군,HE0000146896,보성 벌교 홍교,보성 벌교 홍교(보물 제304호),12,0003040000000,ADDR460000,ADD1467800,142.78,,,,,142.522143,,,,127.33829998039393,34.8497732710891
524,12000434000000021,금정구,HE0000145539,부산 범어사 대웅전,부산 범어사 대웅전(보물 제434호),12,0004340000000,ADDR260000,ADD1264100,263.75,,,,,263.767251,,,,129.06817363399105,35.28392145373999
525,12000250000000021,금정구,HE0000148365,부산 범어사 삼층석탑,부산 범어사 삼층석탑(보물 제250호),12,0002500000000,ADDR260000,ADD1264100,10.91,,,,,10.856802,,,,129.06841906736204,35.284023909311024
526,12001461000000021,금정구,HE0000144859,부산 범어사 조계문,부산 범어사 조계문(보물 제1461호),12,0014610000000,ADDR260000,ADD1264100,57.5,,,,,57.505289,,,,129.06966859668435,35.2837252098654
527,12000473000000038,산청군,HE0000145839,산청 법계사 삼층석탑,산청 법계사 삼층석탑(보물 제473호),12,0004730000000,ADDR480000,ADD1488600,1.02,,,,,1.006163,,,,127.73613013875675,35.32762236127212
534,12000916000000033,보은군,HE0000148616,보은 법주사 원통보전,보은 법주사 원통보전(보물 제916호),12,0009160000000,ADDR430000,ADD1437200,132.25,,,,,132.178434,,,,127.83303213546236,36.542376086623264
536,12001417000000033,보은군,HE0000145504,보은 법주사 석조희견보살입상,보은 법주사 석조희견보살입상(보물 제1417호),12,0014170000000,ADDR430000,ADD1437200,18.59,,,,,18.583317,,,,127.83283237490825,36.54244759757724
537,11000101000000025,종로구,HE0000148531,원주 법천사지 지광국사탑,원주 법천사지 지광국사탑(국보 제101호),11,0001010000000,ADDR300000,ADD1302000,13.99,,,,,13.957108,,,,126.97539450125099,37.577147910397116
1886,13000488000000022,대구광역시,,달성 도동서원,달성 도동서원(사적 제488호),13,0004880000000,ADDR270000,ADD1277100,26766.0,,,,,,,,,128.37056668718677,35.70200706824324
528,13000493000000037,포항시,HE0000143862,포항 법광사지,포항 법광사지(사적 제493호),13,0004930000000,ADDR470000,ADD1471100,24254.98,,,,,24225.147996,,,,129.24398865818293,36.147368208029015
529,12000915000000033,보은군,HE0000148733,보은 법주사 대웅보전,보은 법주사 대웅보전(보물 제915호),12,0009150000000,ADDR430000,ADD1437200,584.75,,,,,584.222151,,,,127.83356030271428,36.542748731831544
530,12000216000000033,보은군,HE0000147976,보은 법주사 마애여래의좌상,보은 법주사 마애여래의좌상(보물 제216호),12,0002160000000,ADDR430000,ADD1437200,48.81,,,,,48.968175,,,,127.8319843129843,36.541413729319196
531,12000015000000033,보은군,HE0000146093,보은 법주사 사천왕 석등,보은 법주사 사천왕 석등(보물 제15호),12,0000150000000,ADDR430000,ADD1437200,6.19,,,,,6.136387,,,,127.83340050430567,36.542503550609936
532,11000064000000033,보은군,HE0000148179,보은 법주사 석련지,보은 법주사 석련지(국보 제64호),11,0000640000000,ADDR430000,ADD1437200,37.41,,,,,37.300789,,,,127.83248726056961,36.54147876699529
533,11000005000000033,보은군,HE0000145809,보은 법주사 쌍사자 석등,보은 법주사 쌍사자 석등(국보 제5호),11,0000050000000,ADDR430000,ADD1437200,30.22,,,,,30.141909,,,,127.83322480143211,36.54215704803143
535,11000055000000033,보은군,HE0000147880,보은 법주사 팔상전,보은 법주사 팔상전(국보 제55호),11,0000550000000,ADDR430000,ADD1437200,192.31,,,,,192.408103,,,,127.83311157446212,36.54191434817265
538,11000059000000032,원주시,HE0000147883,원주 법천사지 지광국사탑비,원주 법천사지 지광국사탑비(국보 제59호),11,0000590000000,ADDR510000,ADD1511300,12.19,,,,,12.251969,,,,127.76471435613229,37.20961778787456
539,18000185000000037,안동시,HE0000147116,안동 고성이씨 탑동파 종택,안동 고성이씨 탑동파 종택(국가민속문화유산 제185호),18,0001850000000,ADDR470000,ADD1471700,2900.32,,,,,2897.108677,,,,128.74632586131222,36.566441788947444
540,12000474000000038,함양군,HE0000146183,함양 벽송사 삼층석탑,함양 벽송사 삼층석탑(보물 제474호),12,0004740000000,ADDR480000,ADD1488700,3.48,,,,,3.456591,,,,127.7038498124375,35.39465026695935
543,12000430000000037,포항시,HE0000145536,포항 보경사 승탑,포항 보경사 승탑(보물 제430호),12,0004300000000,ADDR470000,ADD1471100,1.59,,,,,1.576683,,,,129.3189936404572,36.2543049357072
544,12000252000000037,포항시,HE0000148441,포항 보경사 원진국사비,포항 보경사 원진국사비(보물 제252호),12,0002520000000,ADDR470000,ADD1471100,1.84,,,,,1.796629,,,,129.31821259354118,36.25254049439949
545,12000107000000034,부여군,HE0000146150,부여 보광사지 대보광선사비,부여 보광사지 대보광선사비(보물 제107호),12,0001070000000,ADDR440000,ADD1447600,1.39,,,,,1.398611,,,,126.91809828535466,36.27568344437019
546,15000034000000036,완도군,HE0000143411,보길도 윤선도 원림,보길도 윤선도 원림(명승 제34호),15,0000340000000,ADDR460000,ADD1468900,92267.47,,,,,92206.300798,,,,126.54690567388793,34.15173628535479
548,12000361000000011,용산구,HE0000145695,양평 보리사지 대경대사탑비,양평 보리사지 대경대사탑비(보물 제361호),12,0003610000000,ADDR110000,ADD1111700,2.8,,,,,2.761559,,,,126.9810506450009,37.523523940142354
549,12000155000000036,장흥군,HE0000148332,장흥 보림사 동 승탑,장흥 보림사 동 승탑(보물 제155호),12,0001550000000,ADDR460000,ADD1468000,2.73,,,,,2.741625,,,,126.89989574175132,34.80848981531421
550,12000157000000036,장흥군,HE0000148334,장흥 보림사 보조선사탑,장흥 보림사 보조선사탑(보물 제157호),12,0001570000000,ADDR460000,ADD1468000,3.99,,,,,3.98253,,,,126.897488118503,34.80849958272769
551,12000158000000036,장흥군,HE0000146629,장흥 보림사 보조선사탑비,장흥 보림사 보조선사탑비(보물 제158호),12,0001580000000,ADDR460000,ADD1468000,5.36,,,,,5.352612,,,,126.89736471204701,34.80826525561426
552,11000044000000036,장흥군,HE0000148421,장흥 보림사 남·북 삼층석탑 및 석등,장흥 보림사 남·북 삼층석탑 및 석등(국보 제44호),11,0000440000000,ADDR460000,ADD1468000,1.11,,,,,1.121242,,,,126.89626289594307,34.80774323937691
553,12000156000000036,장흥군,HE0000148333,장흥 보림사 서 승탑,장흥 보림사 서 승탑(보물 제156호),12,0001560000000,ADDR460000,ADD1468000,4.46,,,,,4.454846,,,,126.88768682789699,34.81280413264074
554,18000156000000036,보성군,HE0000147934,보성 율어리 고택,보성 율어리 고택(국가민속문화유산 제156호),18,0001560000000,ADDR460000,ADD1467800,1543.58,,,,,1542.236431,,,,127.16703054923735,34.866552912380115
555,12001115000000036,보성군,HE0000148943,보성 봉천리 오층석탑,보성 봉천리 오층석탑(보물 제1115호),12,0011150000000,ADDR460000,ADD1467800,4.27,,,,,4.27239,,,,127.13547063271123,34.90029023364623
813,13000313000000037,영주시,HE0000148726,영주 순흥 벽화 고분,영주 순흥 벽화 고분(사적 제313호),13,0003130000000,ADDR470000,ADD1472100,179267.47,,,,,179081.926945,,,,128.56596404849327,36.91439942100819
814,12000520000000038,창녕군,HE0000145765,창녕 술정리 서 삼층석탑,창녕 술정리 서 삼층석탑(보물 제520호),12,0005200000000,ADDR480000,ADD1487400,10.91,,,,,10.81858,,,,128.48972807611364,35.54047695546813
764,16000403000000037,성주군,HE0000149179,성주 경산리 성밖숲,성주 경산리 성밖숲(천연기념물 제403호),16,0004030000000,ADDR470000,ADD1478400,39051.93,,,,,39010.904761,,,,128.2797069812314,35.915540353278026
765,12001121000000037,성주군,HE0000149189,성주 금봉리 석조비로자나불좌상,성주 금봉리 석조비로자나불좌상(보물 제1121호),12,0011210000000,ADDR470000,ADD1478400,35.48,,,,,35.447777,,,,128.13865826455162,35.886348006621596
766,12000655000000037,칠곡군,HE0000148082,칠곡 노석리 마애불상군,칠곡 노석리 마애불상군(보물 제655호),12,0006550000000,ADDR470000,ADD1478500,20.66,,,,,20.601675,,,,128.37118577767131,35.95116196926816
808,15000041000000036,순천시,HE0000146488,순천만,순천만(명승 제41호),15,0000410000000,ADDR460000,ADD1461500,3015762.0,,,,,3013149.594524,,,,127.50837811088984,34.87293233941915
809,12001311000000036,순천시,HE0000144980,순천 선암사 대웅전,순천 선암사 대웅전(보물 제1311호),12,0013110000000,ADDR460000,ADD1461500,322.63,,,,,322.452497,,,,127.33106852295445,34.99654610775204
826,13000020000000037,경주시,HE0000146921,경주 무열왕릉,경주 무열왕릉(사적 제20호),13,0000200000000,ADDR470000,ADD1471300,28384.85,,,,,28350.790304,,,,129.18763755059507,35.82506570030638
827,13000175000000037,경주시,HE0000148643,경주 미추왕릉,경주 미추왕릉(사적 제175호),13,0001750000000,ADDR470000,ADD1471300,5520.66,,,,,5513.221455,,,,129.21334097819633,35.83666609642017
828,13000176000000037,경주시,HE0000148644,경주 법흥왕릉,경주 법흥왕릉(사적 제176호),13,0001760000000,ADDR470000,ADD1471300,72525.54,,,,,72438.468609,,,,129.1638300257279,35.82432791502132
833,13000172000000037,경주시,HE0000148985,경주 오릉,경주 오릉(사적 제172호),13,0001720000000,ADDR470000,ADD1471300,166093.08,,,,,165889.856072,,,,129.20896612624477,35.82369253758801
834,13000173000000037,경주시,HE0000148641,경주 일성왕릉,경주 일성왕릉(사적 제173호),13,0001730000000,ADDR470000,ADD1471300,1395.25,,,,,1392.248669,,,,129.2217295085192,35.813801175878794
835,13000186000000037,경주시,HE0000147467,경주 정강왕릉,경주 정강왕릉(사적 제186호),13,0001860000000,ADDR470000,ADD1471300,713.5,,,,,712.498913,,,,129.2402638628351,35.79947347057834
838,13000180000000037,경주시,HE0000147461,경주 진평왕릉,경주 진평왕릉(사적 제180호),13,0001800000000,ADDR470000,ADD1471300,27722.86,,,,,27689.790024,,,,129.25061143344905,35.8319106978105
839,13000177000000037,경주시,HE0000148971,경주 진흥왕릉,경주 진흥왕릉(사적 제177호),13,0001770000000,ADDR470000,ADD1471300,448.06,,,,,447.478386,,,,129.18393737952158,35.82916526343952
840,13000174000000037,경주시,HE0000148642,경주 탈해왕릉,경주 탈해왕릉(사적 제174호),13,0001740000000,ADDR470000,ADD1471300,105497.84,,,,,105368.248291,,,,129.23211568432126,35.851751945642384
841,11000025000000037,경주시,HE0000149169,경주 태종무열왕릉비,경주 태종무열왕릉비(국보 제25호),11,0000250000000,ADDR470000,ADD1471300,8.63,,,,,8.625866,,,,129.18855116383799,35.825136617476296
842,13000187000000037,경주시,HE0000147468,경주 헌강왕릉,경주 헌강왕릉(사적 제187호),13,0001870000000,ADDR470000,ADD1471300,774.0,,,,,772.970582,,,,129.24007486156708,35.80223293125851
844,13000179000000037,경주시,HE0000147460,경주 헌안왕릉,경주 헌안왕릉(사적 제179호),13,0001790000000,ADDR470000,ADD1471300,384.63,,,,,384.11475,,,,129.18403896051655,35.8282256882977
846,13000184000000037,경주시,HE0000147465,경주 효소왕릉,경주 효소왕릉(사적 제184호),13,0001840000000,ADDR470000,ADD1471300,20804.25,,,,,20778.800496,,,,129.27963479696498,35.78726799234898
