GID,CP_CD,SGG_NM,HE_SEID,CPH_NM,CPH_FULL_N,CAC_CD,APM_NO,SID_CD,SGG_CD,AREA_SZ,CREATE_DT,CREATOR_ID,UPDATE_DT,UPDATER_ID,AREA_SZ2,MIN_SCALE,MAX_SCALE,URL,centroid_longitude,centroid_latitude
1102466,12002189000000036,,HE0000153775,강진 해남윤씨 추원당,강진 해남윤씨 추원당(보물 제2189호),12,0021890000000,ADDR460000,ADD1468100,,,,,,,,,,126.67948609066872,34.58830711889609
1102480,12002203000000036,,HE0000153787,구례 천은사 일주문,구례 천은사 일주문(보물 제2203호),12,0022030000000,ADDR460000,ADD1467300,,,,,,,,,,127.4762823265727,35.272003165138095
1102488,12000488000000031,,HE0000146177,안성 칠장사 혜소국사비,안성 칠장사 혜소국사비(보물 제488호),12,0004880000000,ADDR410000,ADD1415500,11200.04,,,,,,,,,127.39675539939086,37.02618643273808
1102237,15000093000000031,,,포천 화적연,포천 화적연(명승 제93호),15,0000930000000,ADDR410000,ADD1416500,213.0,,,,,,,,,127.26259250201002,38.11477951090286
1102238,13000403000000031,포천시,HE0000148373,포천 반월성,포천 반월성(사적 제403호),13,0004030000000,ADDR410000,ADD1416500,66016.16,,,,,,,,,127.21831252706158,37.89431977412261
1102239,13000402000000038,경상남도,,통영 삼도수군통제영,통영 삼도수군통제영(사적 제402호),13,0004020000000,ADDR480000,ADD1482200,46640.0,,,,,,,,,128.4233185664305,34.84816424846562
1102241,13000389000000031,파주시,HE0000148377,파주 가월리와 주월리 유적,파주 가월리와 주월리 유적(사적 제389호),13,0003890000000,ADDR410000,ADD1414800,42059.89,,,,,,,,,126.90221940226334,37.98080904334056
2025,13000351000000031,경기도,,파주 오두산성,파주 오두산성(사적제351호),13,0003510000000,ADDR410000,ADD1414800,463890.0,,,,,,,,,126.67747895396569,37.775145048515355
1102240,13000392000000036,여수시,HE0000148777,여수 선소유적,여수 선소유적(사적 제392호),13,0003920000000,ADDR460000,ADD1461300,18489.44,,,,,,,,,127.66363997485767,34.75530825769722
1102260,13000352000000031,하남시,HE0000148744,하남 동사지,하남 동사지(사적 제352호),13,0003520000000,ADDR410000,ADD1414500,44827.87,,,,,,,,,127.18608229914511,37.5175221036552
1102261,12000004000000031,안양시,HE0000145831,안양 중초사지 당간지주,안양 중초사지 당간지주(보물 제4호),12,0000040000000,ADDR410000,ADD1411700,5.38,,,,,,,,,126.9177187119738,37.41789808861859
1102262,12000058000000037,안동시,HE0000144962,안동 안기동 석조여래좌상,안동 안기동 석조여래좌상(보물 제58호),12,0000580000000,ADDR470000,ADD1471700,0.75,,,,,,,,,128.71778228597006,36.572288779735054
1102250,16000528000000038,밀양시,HE0000148345,밀양 만어산 암괴류,밀양 만어산 암괴류(천연기념물 제528호),16,0005280000000,ADDR480000,ADD1482700,118673.22,,,,,,,,,128.8436529725557,35.45203419883191
1102646,13000191000000031,,HE0000147472,고양 공양왕릉,고양 공양왕릉(사적 제191호),13,01910000,ADDR410000,ADD1410001,13015.5,,,,,,,,,126.83918475339514,37.680179599381574
1102281,13000193000000031,구리시,HE0000148338,구리 동구릉,구리 동구릉(사적 제193호),13,0001930000000,ADDR410000,ADD1413100,1975987.4,,,,,,,,,127.13302142124003,37.61896773480809
1102340,13000320000000026,울산광역시,,울산 경상좌도병영성,울산 경상좌도병영성(사적제320호),13,0003200000000,ADDR310000,ADD1311100,856.0,,,,,,,,,129.34589823227495,35.57549080490566
1102335,13000008000000037,경상북도,,경주 사천왕사지,경주 사천왕사지(사적제8호),13,0000080000000,ADDR470000,ADD1471300,40943.0,,,,,,,,,129.24287630611445,35.81966272178101
1102282,13000164000000038,진주시,HE0000148977,진주 평거동 고분군,진주 평거동 고분군(사적 제164호),13,0001640000000,ADDR480000,ADD1481700,46179.8,,,,,,,,,128.0535220747738,35.17703018980148
2061,12002035000000031,경기도,,수원 화령전 운한각·복도각·이안청,수원 화령전 운한각·복도각·이안청(보물제2035호),12,0020350000000,ADDR410000,ADD1411100,521.51,,,,,,,,,127.0124535394581,37.28336735237141
1102291,13000406000000036,장성군,HE0000148860,장성 황룡 전적,장성 황룡 전적(사적 제406호),13,0004060000000,ADDR460000,ADD1468800,21018.49,,,,,,,,,126.75495229786209,35.2956840717637
1102294,11000048000010032,,,평창 월정사 팔각 구층석탑,평창 월정사 팔각 구층석탑(국보 제48-1호),11,0000480000001,ADDR510000,ADD1517600,12096.0,,,,,,,,,128.59206783065625,37.73160325927811
1102460,12002194000000037,,HE0000153769,경주 (전)염불사지 동·서 삼층석탑,경주 (전)염불사지 동·서 삼층석탑(보물 제2194호),12,0021940000000,ADDR470000,ADD1471300,,,,,,,,,,129.2434307892681,35.78781734646285
1102468,12002191000000035,,HE0000153778,전주 조경묘 정묘,전주 조경묘 정묘(보물 제2191호),12,0021910000000,ADDR520000,ADD1521100,,,,,,,,,,127.14993491814342,35.81663742944504
2018,13000162000000031,,HE0000148975,북한산성,북한산성(사적 제162호),13,0001620000000,ADDR410000,ADD1412800,501183.4,,,,,,,,,126.97212778864072,37.64508260406248
1102461,12002193000000035,,HE0000153770,김제 내아,김제 내아(보물 제2193호),12,0021930000000,ADDR520000,ADD1522100,,,,,,,,,,126.88176704523192,35.80101326059588
1102462,12002188000000036,,HE0000153771,고흥 여산송씨 쌍충 정려각,고흥 여산송씨 쌍충 정려각(보물 제2188호),12,0021880000000,ADDR460000,ADD1467700,,,,,,,,,,127.29018891214474,34.78313254644788
1102467,12002190000000036,,HE0000153776,강진 해남윤씨 영모당,강진 해남윤씨 영모당(보물 제2190호),12,0021900000000,ADDR460000,ADD1468100,,,,,,,,,,126.70563236011098,34.57781361042582
1102469,12002192000000037,,HE0000153779,포항 상달암,포항 상달암(보물 제2192호),12,0021920000000,ADDR470000,ADD1471100,,,,,,,,,,129.2879699566558,36.03944136120008
1102484,16000360000000023,,HE0000148436,옹진 신도 노랑부리백로와 괭이갈매기 번식지,옹진 신도 노랑부리백로와 괭이갈매기 번식지(천연기념물 제360호),16,0003600000000,ADDR280000,ADD1287200,3615.94,,,,,,,,,126.04511836959624,37.507583562829566
1102495,13000568000050033,,HE0000153799,제2로 직봉 - 제천 오현 봉수 유적,제2로 직봉 - 제천 오현 봉수 유적(사적 제568-5호),13,0005680000005,ADDR430000,ADD1431500,3672.0,,,,,,,,,128.1465779797169,36.94243262047595
1996,13000058000000034,충청남도,,부여 나성,부여 나성(사적제58호),13,0000580000000,ADDR440000,ADD1447600,687612.3,,,,,,,,,126.92667930588406,36.28277854151255
2004,12001981000000032,강원도,,속초 신흥사 극락보전,속초 신흥사 극락보전(보물제1981호),12,0019810000000,ADDR510000,ADD1512100,315.0,,,,,,,,,128.48418219770167,38.17599648799246
2011,15000112000000036,전라남도,,화순 적벽,화순 적벽(명승제112호),15,0001120000000,ADDR460000,ADD1467900,242119.0,,,,,,,,,127.11000414773476,35.12542740318359
2015,16000554000000032,강원도,,강릉 현내리 고욤나무,강릉 현내리 고욤나무(천연기념물제554호),16,0005540000000,ADDR510000,ADD1511500,3802.0,,,,,,,,,129.0321733369303,37.607719935547685
1989,12001928000000037,경상북도,,경주 미탄사지 삼층석탑,경주 미탄사지 삼층석탑(보물제1928호),12,0019280000000,ADDR470000,ADD1471300,,,,,,,,,,129.23432556496667,35.83360088906971
1993,16000553000000034,충청남도,,서산 송곡서원 향나무,서산 송곡서원 향나무(천연기념물제553호),16,0005530000000,ADDR440000,ADD1442100,2975.0,,,,,,,,,126.41277199898947,36.72694884036133
2036,13000546000000021,부산광역시,,부산 임시수도 대통령관저,부산 임시수도 대통령관저(사적제546호),13,0005460000000,ADDR260000,ADD1261400,4774.2,,,,,,,,,129.0174078359102,35.103472435386074
1985,16000444000000050,,HE0000145036,제주 선흘리 거문오름,제주 선흘리 거문오름(천연기념물 제444호),16,0004440000000,ADDR500000,ADD1501100,620732.06,,,,,,,,,126.7200197988182,33.45949746892877
1987,16000466000000050,,HE0000144857,제주 용천동굴,제주 용천동굴(천연기념물 제466호),16,0004660000000,ADDR500000,ADD1501100,477285.84,,,,,,,,,126.78190134606072,33.554535233093574
2019,12001807000000036,전라남도,,해남 대흥사 천불전,해남 대흥사 천불전(보물제1807호),12,0018070000000,ADDR460000,ADD1468200,206.4,,,,,,,,,126.61670096027787,34.47665668244479
2027,12000824000000031,경기도,,안성 청룡사 대웅전,안성 청룡사 대웅전(보물제824호),12,0008240000000,ADDR410000,ADD1415500,6241.0,,,,,,,,,127.28906311167388,36.913561172764275
2056,12002024000000036,전라남도,,구례 천은사 극락보전,구례 천은사 극락보전(보물제2024호),12,0020240000000,ADDR460000,ADD1467300,201.0,,,,,,,,,127.476309541805,35.27389930350489
2046,18000297000000035,전라북도,,익산 김병순 고택,익산 김병순 고택(국가민속문화유산 제297호),18,0002970000000,ADDR520000,ADD1521400,5655.8,,,,,,,,,126.90947017970778,36.060998330265306
1102545,13000440000000011,,HE0000146417,서울 초안산 분묘군,서울 초안산 분묘군(사적 제440호),13,0004400000000,ADDR110000,ADD1113500,319236.25,,,,,,,,,127.04554900477248,37.63813324933544
1102553,13000515000000038,,,함안 말이산 고분군,함안 말이산 고분군(사적 제515호),13,0005150000000,ADDR480000,ADD1487300,,,,,,,,,,128.40114207917182,35.269547689833374
1102532,12002129000000035,,,무주 한풍루,무주 한풍루(보물 제2129호),12,0021290000000,ADDR520000,ADD1527300,155.0,,,,,,,,,127.66232265080622,36.00399365246044
1102266,12000227000000038,창녕군,HE0000149082,창녕 인양사 조성비,창녕 인양사 조성비(보물 제227호),12,0002270000000,ADDR480000,ADD1487400,24.22,,,,,,,,,128.49409949016652,35.543826253972696
1102267,12000298000000036,강진군,HE0000148298,강진 월남사지 삼층석탑,강진 월남사지 삼층석탑(보물 제298호),12,0002980000000,ADDR460000,ADD1468100,4.53,,,,,,,,,126.71169205926272,34.74254294863481
1102268,12000309000000035,정읍시,HE0000148080,정읍 천곡사지 칠층석탑,정읍 천곡사지 칠층석탑(보물제309호),12,0003090000000,ADDR520000,ADD1521800,5.5,,,,,,,,,126.82586664638772,35.61453051614644
1102521,13000568000130038,,HE0000153807,제2로 직봉 - 양산 위천 봉수 유적,제2로 직봉 - 양산 위천 봉수 유적(사적 제568-13호),13,0005680000013,ADDR480000,ADD1483300,4342.8,,,,,,,,,129.07579403930188,35.42053891993812
1102270,12000528000000033,제천시,HE0000146459,제천 청풍 한벽루,제천 청풍 한벽루(보물 제528호),12,0005280000000,ADDR430000,ADD1431500,167.0,,,,,,,,,128.17169541953132,37.00494919138414
1102271,12000538000000034,홍성군,HE0000146197,홍성 오관리 당간지주,홍성 오관리 당간지주(보물 제538호),12,0005380000000,ADDR440000,ADD1448000,3.22,,,,,,,,,126.66806242809106,36.603691563808525
1102589,13000311000000037,,HE0000148724,경주 남산 일원,경주 남산 일원(사적 제311호),13,0003110000000,ADDR470000,ADD1471300,25387164.0,,,,,,,,,129.22211719476638,35.78888245825929
1102591,12002255000000036,,HE0000153849,구례 화엄사 천왕문,구례 화엄사 천왕문(보물 제2255호),12,0022550000000,ADDR460000,ADD1467300,64.3,,,,,,,,,127.49744643778183,35.25630820237486
1102590,13000573000000011,,HE0000153848,탕춘대성,탕춘대성(사적 제573호),13,0005730000000,ADDR110000,ADD1111100,11055.0,,,,,,,,,126.95485706260465,37.60207075408944
1102229,13000454000000038,김해시,HE0000145284,김해 양동리 고분군,김해 양동리 고분군(사적 제454호),13,0004540000000,ADDR480000,ADD1482500,52457.57,,,,,,,,,128.81203730098056,35.22201182046378
1102272,12000823000000031,안성시,HE0000149143,안성 석남사 영산전,안성 석남사 영산전(보물 제823호),12,0008230000000,ADDR410000,ADD1415500,82.06,,,,,,,,,127.30677552945734,36.93989085286346
1102273,12001338000000033,옥천군,HE0000146378,옥천 용암사 동·서 삼층석탑,옥천 용암사 동·서 삼층석탑(보물 제1338호),12,0013380000000,ADDR430000,ADD1437300,3.56,,,,,,,,,127.56423828366904,36.25979385993907
1102274,12001771000000021,,,기장 장안사 대웅전,기장 장안사 대웅전(보물 제1771호),12,0017710000000,ADDR260000,ADD1267100,1.0,,,,,,,,,129.2328765472186,35.374880207033534
1102284,13000148000000031,파주시,HE0000148765,파주 덕은리 주거지와 지석묘군,파주 덕은리 주거지와 지석묘군(사적 제148호),13,0001480000000,ADDR410000,ADD1414800,13791.13,,,,,,,,,126.77913751735534,37.81484776559574
1102592,12002258000000037,,HE0000153850,김천 직지사 천왕문,김천 직지사 천왕문(보물 제2258호),12,0022580000000,ADDR470000,ADD1471500,63.0,,,,,,,,,128.00473738240268,36.11623497476935
1102593,12002252000000033,,HE0000153851,보은 법주사 천왕문,보은 법주사 천왕문(보물 제2252호),12,0022520000000,ADDR430000,ADD1437200,132.0,,,,,,,,,127.83296691030283,36.54175080837084
1102594,12002254000000036,,HE0000153852,순천 송광사 사천왕문,순천 송광사 사천왕문(보물 제2254호),12,0022540000000,ADDR460000,ADD1461500,135.0,,,,,,,,,127.2753167691214,35.00205585988972
1102595,12002253000000038,,HE0000153853,양산 통도사 천왕문,양산 통도사 천왕문(보물 제2253호),12,0022530000000,ADDR480000,ADD1483300,86.2,,,,,,,,,129.06527528994704,35.48778467036251
1102217,15000118000000011,서울특별시,,서울 성북동 별서,서울 성북동 별서(명승제118호),15,0001180000000,ADDR110000,ADD1112900,14407.0,,,,,,,,,126.99915563780583,37.59709530506298
1102296,16000561000000037,경상북도,,포항 흥해향교 이팝나무 군락,포항 흥해향교 이팝나무 군락(천연기념물제561호),16,0005610000000,ADDR470000,ADD1471100,17186.0,,,,,,,,,129.34381374820737,36.10992662583676
1102307,12002091000000031,경기도,,안성향교 대성전,안성향교 대성전(보물제2091호),12,0020910000000,ADDR410000,ADD1415500,1691.5,,,,,,,,,127.27652942066702,37.0141570509801
1102292,13000543000000035,전라북도,,정읍 은선리와 도계리 고분군,정읍 은선리와 도계리 고분군(사적제543호),13,0005430000000,ADDR520000,ADD1521800,129163.0,,,,,,,,,126.79743988232129,35.642955145911436
1102298,12002088000000032,강원도,,강릉향교 명륜당,강릉향교 명륜당(보물제2088호),12,0020880000000,ADDR510000,ADD1511500,5078.9,,,,,,,,,128.89512916830148,37.76329145172742
1102299,12002089000000032,강원도,,강릉향교 동무.서무.전랑,강릉향교 동무.서무.전랑(보물제2089호),12,0020890000000,ADDR510000,ADD1511500,5138.3,,,,,,,,,128.89523406274677,37.76351757586129
1102300,12000214000000032,강원도,,강릉향교 대성전,강릉향교 대성전(보물제214호),12,0002140000000,ADDR510000,ADD1511500,5624.0,,,,,,,,,128.89524779871996,37.76355245588049
1102306,12002090000000031,경기도,,수원향교 대성전,수원향교 대성전(보물제2090호),12,0020900000000,ADDR410000,ADD1411100,4398.5,,,,,,,,,127.01210494900877,37.27284871615169
1102414,15000122000000035,,,완주 위봉폭포 일원,완주 위봉폭포 일원(명승 제122호),15,0001220000000,ADDR520000,ADD1527100,109341.0,,,,,,,,,127.26056437183288,35.909919350262264
1102346,15000121000000036,전라남도,,고흥 지죽도 금강죽봉,고흥 지죽도 금강죽봉(명승제121호),15,0001210000000,ADDR460000,ADD1467700,213238.0,,,,,,,,,127.30782642233906,34.43250062406345
1102415,13000471000000035,,HE0000144879,완주 위봉산성,완주 위봉산성(사적 제471호),13,0004710000000,ADDR520000,ADD1527100,1742443.4,,,,,,,,,127.2569707471672,35.906785992698595
1102416,15000132000000037,,HE0000153750,영덕 옥계 침수정 일원,영덕 옥계 침수정 일원(명승 제132호),15,0001320000000,ADDR470000,ADD1477700,60109.0,,,,,,,,,129.2666280421169,36.33111145290782
1102572,13000244000000031,,HE0000147067,연천 경순왕릉,연천 경순왕릉(사적 제244호),13,0002440000000,ADDR410000,ADD1418000,11037.0,,,,,,,,,126.84279632288364,37.99088301539005
2062,12002036000000031,경기도,,안성 칠장사 대웅전,안성 칠장사 대웅전(보물제2036호),12,0020360000000,ADDR410000,ADD1415500,155.0,,,,,,,,,127.39751725783991,37.02659279181754
1102154,13000553000000032,강원도,,인제 한계산성,인제 한계산성(사적제553호),13,0005530000000,ADDR510000,ADD1518100,2101731.0,,,,,,,,,128.32233474369934,38.1249334457108
1102249,16000473000000037,안동시,HE0000144228,안동 하회마을 만송정 숲,안동 하회마을 만송정 숲(천연기념물 제473호),16,0004730000000,ADDR470000,ADD1471700,145270.45,,,,,,,,,128.5167367701474,36.5402009718137
